Application Date,Age,Annual Income,Credit Score,Employment Status,Experience,Loan Amount,Loan Duration,Home Ownership Status,Monthly Debt Payments,CreditCard Utilization Rate,Number Of Open CreditLines,Number Of CreditInquiries,Debt To Income Ratio,Bankruptcy History,Loan Purpose,Payment History,Length Of Credit History,Total Assets,Total Liabilities,Monthly Income,Job Tenure,Net Worth,Interest Rate,Monthly Loan Payment,Loan Approved,Risk Score
05/17/2018,30,33101,539,Employed,7,29824,60,Rent,358,0.184787339930999,3,0,0.163751051935993,0,Education,17,19,220116,8784,2758.41666666666,0,211332,0.238971475469428,856.196259694614,0,46
05/18/2018,36,44364,439,Employed,10,5538,36,Mortgage,313,0.331444599397499,3,1,0.301841519719049,0,Other,26,12,203672,8223,3697,7,195449,0.256212501850835,222.013623794584,1,40.8
05/19/2018,49,38596,499,Employed,27,13078,36,Other,292,0.148254550452486,1,2,0.387717693985035,0,Debt Consolidation,24,23,40099,121827,3216.33333333333,6,4304,0.255899355105552,524.068150552999,0,60
05/20/2018,25,139954,439,Unemployed,3,40858,48,Rent,293,0.172889806694823,1,0,0.448911038539181,0,Auto,28,22,51633,5937,11662.8333333333,2,45696,0.312445457690124,1500.85452338704,0,56
05/21/2018,42,53444,521,Unemployed,19,16462,60,Other,730,0.368490338877252,4,1,0.237526015053893,0,Auto,24,12,44150,32195,4453.66666666666,7,11955,0.288080282018205,520.612370899997,0,55
05/22/2018,55,113523,643,Employed,33,10990,60,Own,427,0.306019261447355,4,2,0.221712025721795,0,Auto,25,18,130005,17536,9460.25,4,112469,0.203889020708671,293.551018996189,1,35.2
05/23/2018,20,31270,581,Employed,1,6624,12,Mortgage,151,0.464867466093846,5,2,0.0920790813606543,0,Other,27,20,78348,31210,2605.83333333333,6,47138,0.173323616262346,605.18556161884,0,58
05/24/2018,42,46717,520,Employed,21,20915,60,Other,616,0.392678058848104,4,2,0.441898169067373,0,Auto,25,20,8920,11975,3893.08333333333,1,3094,0.245702449077491,608.624593648303,0,57
05/25/2018,43,56613,564,Employed,19,25148,36,Mortgage,340,0.513658836800197,5,1,0.435346558068333,0,Home,20,3,226679,47469,4717.75,8,179210,0.241327041378289,988.380866266564,0,56
05/26/2018,49,86882,612,Employed,24,51374,72,Rent,380,0.116597619683324,1,2,0.225287112967231,0,Home,35,19,45230,263937,7240.16666666666,8,4755,0.27777258833762,1472.68920101658,0,47
05/27/2018,25,69876,598,Employed,5,17992,96,Rent,545,0.0114707390916024,3,1,0.258154691123462,0,Debt Consolidation,31,15,19626,7056,5823,5,12570,0.272305297729485,461.855491737029,0,51
05/28/2018,24,32582,513,Self-Employed,4,26598,60,Rent,231,0.462592067462186,5,1,0.146652254752852,0,Debt Consolidation,24,21,32463,10978,2715.16666666666,4,21485,0.2727079521049,816.489048157751,0,55
05/29/2018,46,101562,612,Employed,23,30836,84,Mortgage,323,0.60555368606133,6,0,0.189514884724777,0,Education,26,14,62262,36152,8463.5,5,26110,0.236658704709986,754.40156795163,0,54
05/30/2018,43,24611,548,Unemployed,25,21110,24,Other,489,0.577459035432394,0,1,0.222317808740061,0,Education,30,18,190056,20979,2050.91666666666,5,169077,0.247342382965381,1123.85989442572,0,54
05/31/2018,43,22390,594,Employed,21,17603,120,Own,389,0.158144930459362,3,5,0.399641943701135,0,Auto,19,23,24284,46780,1865.83333333333,3,8633,0.292970668112044,454.933116501283,0,55
06/01/2018,44,47430,605,Employed,25,32684,60,Mortgage,377,0.63514212265729,2,0,0.191575883028812,0,Debt Consolidation,31,17,57941,32526,3952.5,5,25415,0.232355477352326,925.805903378463,0,50
06/02/2018,31,57105,500,Employed,6,24760,36,Rent,168,0.122225235476805,2,1,0.328967582723853,0,Home,15,20,12750,12673,4758.75,6,1632,0.268101330662364,1008.31192975172,0,53
06/03/2018,42,28751,536,Employed,21,30150,60,Own,343,0.411098167149955,1,3,0.338673752692062,0,Debt Consolidation,19,5,33961,20305,2395.91666666666,7,13656,0.258890881936069,900.726515761887,0,59
06/04/2018,43,43567,547,Employed,17,17390,24,Mortgage,308,0.143643783704489,3,0,0.265708642024694,0,Debt Consolidation,28,10,131041,11319,3630.58333333333,3,119722,0.238016836058059,917.707994966234,0,48
06/05/2018,31,20113,575,Employed,6,27214,36,Own,347,0.216274833705683,2,1,0.452728607312359,0,Other,20,2,99134,46478,1676.08333333333,1,52656,0.226757609360173,1048.85287775263,0,60
06/06/2018,62,52633,682,Unemployed,41,13197,120,Own,347,0.220609860090315,0,2,0.177970279855077,1,Auto,22,27,51962,68554,4386.08333333333,9,6415,0.224554752896011,276.882142628089,0,59
06/07/2018,45,93617,557,Employed,25,10868,84,Own,826,0.185208356900908,7,4,0.467310220549385,0,Home,18,17,79807,54410,7801.41666666666,8,25397,0.246893799025004,272.932155801838,1,43.2
06/08/2018,25,34276,574,Employed,3,5163,96,Rent,365,0.306851243205115,3,0,0.198152855466824,0,Debt Consolidation,27,26,38198,5950,2856.33333333333,6,32248,0.251665485674521,125.374336361809,0,51
06/09/2018,47,25819,587,Self-Employed,25,12824,36,Rent,103,0.625111013605977,2,2,0.201914092256138,0,Debt Consolidation,30,5,63582,13848,2151.58333333333,6,49734,0.182182231740933,465.023390180058,0,61
06/10/2018,28,72220,546,Employed,5,11336,36,Mortgage,533,0.0749757526584197,2,2,0.0943437121914956,0,Debt Consolidation,27,28,125642,21847,6018.33333333333,9,103795,0.212421408764937,428.495200330902,1,36
06/11/2018,49,30032,594,Employed,28,5789,24,Mortgage,148,0.310708394728745,3,4,0.604385664340831,0,Debt Consolidation,32,1,87958,20361,2502.66666666666,7,67597,0.195143519927699,293.264192426863,0,61
06/12/2018,53,259639,545,Employed,29,39203,12,Rent,189,0.438656271171081,2,0,0.215905987198835,0,Debt Consolidation,26,18,22131,31385,21636.5833333333,3,2180,0.208267430761336,3647.08023469859,1,40.8
06/13/2018,30,58238,628,Self-Employed,7,15647,48,Mortgage,770,0.329525883076879,3,1,0.177226416673449,1,Debt Consolidation,31,5,52153,9039,4853.16666666666,4,43114,0.196808625385119,473.487403984774,0,64
06/14/2018,51,91953,618,Employed,29,21715,48,Rent,264,0.284880797478339,2,1,0.505545748613007,0,Debt Consolidation,30,4,33213,16233,7662.75,10,16980,0.191006847278655,650.435350432409,1,45.6
06/15/2018,44,22237,609,Employed,23,33644,60,Rent,816,0.0834704033900283,3,0,0.471472543753607,0,Home,28,21,64119,23197,1853.08333333333,3,40922,0.226311263602308,941.323567484993,0,54
06/16/2018,49,74085,653,Employed,27,36208,12,Other,375,0.26104471495265,3,0,0.563565159993646,0,Debt Consolidation,32,28,70652,75471,6173.75,6,7553,0.171099938494751,3304.23199940158,0,52
06/17/2018,62,33370,633,Employed,41,18943,24,Rent,545,0.521643510184114,5,0,0.308701359412096,0,Home,24,9,92153,124204,2780.83333333333,5,10973,0.185411249654637,950.672513477484,0,54
06/18/2018,37,36562,553,Employed,14,38934,48,Own,782,0.271256546145721,4,0,0.373454924638751,0,Home,26,11,2612797,9589,3046.83333333333,4,2603208,0.221785162524595,1230.43405255404,1,42.4
06/19/2018,30,25658,583,Employed,7,6423,36,Own,374,0.189453554728684,1,1,0.0656446682087652,0,Other,20,6,73838,16061,2138.16666666666,5,57777,0.197495976438478,237.882996372888,0,51
06/20/2018,29,75095,590,Employed,6,11657,120,Rent,182,0.445935977119576,3,0,0.582569968771087,0,Auto,15,9,61242,19771,6257.91666666666,7,41471,0.3259884,329.899364677557,0,66
06/21/2018,30,50657,591,Employed,4,20536,48,Mortgage,638,0.307686226255014,7,2,0.0611514659954466,0,Auto,27,14,124093,16677,4221.41666666666,11,107416,0.195913608049462,620.455540947938,0,46
06/22/2018,39,48707,582,Employed,17,9741,36,Other,558,0.0522357238300751,1,0,0.25147806565332,0,Home,30,17,118511,49436,4058.91666666666,13,69075,0.2444892,384.467016827677,0,50
06/23/2018,44,99138,524,Employed,19,23007,48,Rent,472,0.254021747968092,2,2,0.248599600145169,0,Auto,25,24,10777,42553,8261.5,6,1156,0.244342502824983,755.604374349542,1,40.8
06/24/2018,43,48280,581,Employed,20,40424,36,Rent,340,0.245617092578851,0,1,0.236268128684344,0,Home,28,12,102225,18198,4023.33333333333,2,84027,0.190317237238664,1482.43141091989,0,51
06/25/2018,49,88064,568,Employed,27,24156,120,Other,382,0.418856157456008,2,0,0.109589903343923,0,Other,28,17,161014,25181,7338.66666666666,4,135833,0.259907112299969,566.492436369011,1,36.8
06/26/2018,40,177855,625,Employed,18,17289,60,Mortgage,280,0.0381954413523817,3,0,0.43620521702204,0,Education,24,26,100795,5297,14821.25,5,95498,0.231702552704995,489.077721198099,1,38.4
06/27/2018,57,55440,614,Employed,35,31937,12,Own,497,0.147203820384383,3,2,0.328604380397679,0,Auto,25,14,32453,11335,4620,4,21118,0.185523326868435,2936.38552229442,0,50
06/28/2018,36,44377,558,Employed,13,11938,36,Rent,215,0.487141345968957,1,1,0.172368674875069,0,Debt Consolidation,23,19,59951,7527,3698.08333333333,2,52424,0.210405515403453,450.013549735356,1,40
06/29/2018,72,115677,511,Employed,51,27962,24,Own,364,0.106716336207123,6,0,0.482772272782587,0,Debt Consolidation,26,6,89023,36001,9639.75,5,53022,0.281752414333143,1537.29022560696,0,54
06/30/2018,47,163133,654,Employed,27,13145,36,Mortgage,210,0.124727742129237,2,1,0.107168336516447,0,Education,27,6,85222,23228,13594.4166666666,8,61994,0.196072880716857,485.889001767932,1,32.8
07/01/2018,29,51989,517,Employed,5,26850,72,Mortgage,351,0.169492132873016,5,0,0.486149060748954,0,Auto,22,3,54547,10095,4332.41666666666,6,44452,0.308280968179741,822.147790647699,0,58
07/02/2018,27,28941,612,Employed,3,15007,60,Mortgage,112,0.126320772975842,1,1,0.528454794928832,0,Education,23,8,133058,88914,2411.75,6,44144,0.188136856683858,387.752990892804,0,57
07/03/2018,45,117455,652,Unemployed,21,19372,48,Own,697,0.24441493145149,2,0,0.680913806467799,0,Auto,26,6,288436,9076,9787.91666666666,3,279360,0.185810620573181,574.951277226727,1,44.8
07/04/2018,37,68157,565,Employed,14,15091,36,Mortgage,394,0.216311172665419,1,1,0.0854081281215183,0,Education,28,27,12695,66526,5679.75,3,3047,0.231503653569271,585.351761841404,1,40
07/05/2018,48,117456,579,Employed,24,17310,36,Mortgage,451,0.241074350648259,2,0,0.118226539976888,0,Home,18,24,31979,20558,9788,5,11421,0.218896406576332,660.088887177257,1,39.2
07/06/2018,45,84230,579,Employed,21,61376,72,Rent,565,0.314007158287406,3,0,0.0933659074560961,0,Home,34,7,29842,14843,7019.16666666666,3,14999,0.293986416551133,1822.71736769876,0,56
07/07/2018,39,47910,515,Employed,15,25068,24,Mortgage,447,0.119513307240929,4,0,0.0213720313254242,0,Education,17,10,68899,11745,3992.5,2,57154,0.239197995664856,1324.36943826823,0,48
07/08/2018,29,37709,557,Employed,8,27440,60,Own,435,0.47606967253127,5,1,0.462977458441489,0,Debt Consolidation,25,9,9716,16781,3142.41666666666,5,4672,0.304728,895.762578112318,0,65
07/09/2018,21,73625,540,Employed,1,12927,24,Mortgage,182,0.116741680189888,1,1,0.192876457773361,1,Home,21,8,159098,20357,6135.41666666666,7,138741,0.208607420396013,663.378431579081,0,58
07/10/2018,34,19757,592,Employed,12,17292,120,Rent,385,0.380518875369083,1,2,0.181078528563799,0,Education,28,9,44477,106504,1646.41666666666,5,2757,0.254743574662713,399.178406814273,0,53
07/11/2018,50,111020,498,Employed,28,23552,12,Rent,496,0.236654388026175,1,2,0.452129128561936,0,Other,23,24,43095,13083,9251.66666666666,2,30012,0.242604555536113,2230.03729983228,1,44
07/12/2018,42,54202,553,Unemployed,20,12176,60,Rent,292,0.176307453089055,8,1,0.0518711996149119,1,Auto,22,9,39483,98490,4516.83333333333,8,4212,0.239007979351307,349.57800081765,0,65
07/13/2018,25,36184,620,Employed,6,38807,48,Other,210,0.730022275217201,5,1,0.227832641152371,0,Debt Consolidation,38,9,68351,27576,3015.33333333333,5,40775,0.195525082336745,1171.67845285285,0,53
07/14/2018,42,56320,603,Employed,16,21883,60,Rent,653,0.118436105074064,3,1,0.06966193937591,0,Auto,31,12,326068,11532,4693.33333333333,4,314536,0.200452405632879,580.31664571659,1,32
07/15/2018,44,111257,487,Employed,22,18609,60,Mortgage,525,0.419873026283097,2,0,0.185945256417419,0,Education,25,17,24626,30649,9271.41666666666,5,1850,0.273964211124181,572.649283467011,1,40
07/16/2018,29,55172,606,Employed,6,40220,36,Mortgage,317,0.513680234138339,4,6,0.576116699373812,0,Auto,31,9,82416,8200,4597.66666666666,4,74216,0.223854822009106,1544.05236035902,0,55
07/17/2018,41,29020,583,Employed,16,16570,60,Mortgage,158,0.227759006105253,2,1,0.173766476752063,0,Home,23,4,22214,10612,2418.33333333333,5,11602,0.231909136661926,468.935416046115,0,55
07/18/2018,40,19990,564,Employed,22,11236,24,Mortgage,511,0.428427772631184,2,1,0.26027699018118,0,Debt Consolidation,28,15,100659,7602,1665.83333333333,4,93057,0.191758952447105,567.351904017444,0,53
07/19/2018,26,196442,600,Employed,5,25519,24,Mortgage,326,0.320407508591529,4,1,0.169365098745828,0,Auto,25,19,9573,128864,16370.1666666666,9,6837,0.199145171362807,1297.74456436967,1,40.8
07/20/2018,44,21725,630,Employed,22,38766,48,Rent,206,0.190232539410981,6,1,0.427326575550395,0,Auto,10,13,90534,37492,1810.41666666666,8,53042,0.239370718439397,1262.49450831775,0,52
07/21/2018,46,49098,472,Employed,24,31990,72,Mortgage,352,0.292985255584047,2,1,0.126462887365113,0,Debt Consolidation,27,24,22172,20084,4091.5,1,2088,0.33258932004484,1030.58207873136,0,57
07/22/2018,52,33061,640,Employed,30,11580,36,Own,384,0.188189018304638,5,2,0.305251333971839,0,Auto,19,25,144771,65760,2755.08333333333,5,79011,0.163350961936726,409.036804406439,1,39.2
07/23/2018,52,91077,550,Employed,27,37597,36,Other,917,0.109331949644106,1,2,0.115573777809978,0,Home,22,4,17299,34929,7589.75,6,5342,0.291777355302749,1579.16658692845,0,51
07/24/2018,23,17270,593,Employed,0,28352,36,Own,858,0.365284076436867,5,2,0.244350310621183,0,Home,24,29,38825,12998,1439.16666666666,3,25827,0.20815769123272,1065.48353883111,0,54
07/25/2018,28,137635,622,Employed,4,12414,48,Own,285,0.468203644439682,6,1,0.366311719014524,0,Home,18,8,13939,5554,11469.5833333333,5,8385,0.1571312,349.994975725794,1,40.8
07/26/2018,46,44523,613,Unemployed,23,12648,96,Mortgage,90,0.153657113448369,2,0,0.422808686098098,0,Home,30,28,25164,36282,3710.25,4,6932,0.255169233101834,310.084743599112,0,56
07/27/2018,46,40998,576,Employed,26,29172,48,Mortgage,463,0.126345616782855,3,2,0.711083712601644,0,Debt Consolidation,23,18,16901,30888,3416.5,5,7970,0.245967102820498,960.709634155302,0,58
07/28/2018,46,49839,558,Employed,28,34869,108,Rent,565,0.288488656366309,1,1,0.260473075785756,1,Auto,26,20,15851,29182,4153.25,5,5439,0.342460806337454,1045.15084800464,0,65
07/29/2018,80,48462,656,Employed,61,29111,72,Rent,477,0.353579875365987,3,4,0.284267305330676,0,Auto,19,15,45290,66211,4038.5,7,5097,0.189980566598547,680.487393246156,0,47
07/30/2018,46,37268,535,Employed,23,26549,48,Rent,504,0.109871915505162,2,2,0.104144416281719,0,Debt Consolidation,19,12,29282,10542,3105.66666666666,8,18740,0.223858681627815,842.026394948716,0,56
07/31/2018,53,85512,628,Employed,30,20367,48,Own,338,0.218746724578068,3,2,0.314813123032829,0,Auto,30,8,149155,52247,7126,8,96908,0.182711543864239,601.170280360447,1,39.2
08/01/2018,51,16619,617,Employed,29,22186,48,Rent,236,0.281497311391013,5,2,0.0923775684443923,0,Home,23,20,54770,43575,1384.91666666666,3,11195,0.215927232301958,694.09755991919,0,49
08/02/2018,47,30548,490,Employed,25,22280,84,Own,920,0.0219195364517921,1,1,0.212194089991113,0,Other,28,26,21711,29011,2545.66666666666,2,6851,0.311562320291904,654.465985273004,0,52
08/03/2018,36,108416,604,Unemployed,9,60460,72,Own,292,0.344963715271057,2,1,0.18382901609756,0,Debt Consolidation,22,25,67394,5965,9034.66666666666,3,61429,0.227694260044708,1546.86057398729,0,47
08/04/2018,49,56255,571,Employed,28,14526,24,Rent,573,0.0985992669510242,3,0,0.00930033307297396,0,Auto,19,4,366111,44654,4687.91666666666,3,321457,0.206903761068456,744.220698029568,1,36.8
08/05/2018,30,35795,510,Employed,6,18086,36,Rent,239,0.0966267479022237,6,0,0.404420977052225,0,Debt Consolidation,22,15,165933,34105,2982.91666666666,4,131828,0.246407452210351,715.664237240577,0,52
08/06/2018,37,20882,566,Employed,14,23838,48,Mortgage,671,0.127837930854639,3,2,0.245815681328179,0,Home,24,25,144098,56021,1740.16666666666,7,88077,0.218396123362767,748.967758750971,0,51
08/07/2018,34,21573,522,Employed,12,12419,48,Other,194,0.432945634647089,4,1,0.408702448154023,0,Education,28,15,51753,3910,1797.75,7,47843,0.231705596455332,399.208643194368,0,59
08/08/2018,40,86157,535,Employed,15,16775,36,Mortgage,370,0.280124462362474,2,1,0.329415035312182,0,Auto,26,12,106697,33353,7179.75,5,73344,0.238419355790189,656.739706668721,1,40.8
08/09/2018,67,29708,626,Unemployed,42,44904,108,Rent,631,0.389509109828387,6,0,0.139038394991965,0,Debt Consolidation,16,11,98472,15326,2475.66666666666,8,83146,0.331045566705308,1307.98556980808,0,50
08/10/2018,18,77920,578,Employed,0,20677,36,Rent,1093,0.279277903227576,1,0,0.479770575761627,0,Debt Consolidation,26,20,36486,94587,6493.33333333333,4,5109,0.234137447791522,804.866636529319,0,56
08/11/2018,48,35187,574,Employed,24,82538,48,Mortgage,572,0.0401105443376594,2,2,0.210034660723683,0,Auto,25,9,24320,13229,2932.25,4,11091,0.28865160241305,2917.6330220354,0,59
08/12/2018,20,53299,544,Self-Employed,0,36261,36,Mortgage,630,0.118683857463124,0,2,0.457003658394808,0,Home,25,24,175920,10093,4441.58333333333,3,165827,0.281908423338051,1503.62616245227,0,54
08/13/2018,34,54605,614,Employed,11,12604,24,Rent,462,0.545737673824369,6,1,0.227098889932903,0,Debt Consolidation,30,18,13039,59277,4550.41666666666,4,3640,0.157229046042505,615.463594081527,1,40
08/14/2018,53,36754,505,Self-Employed,30,36455,36,Mortgage,674,0.43909785326913,0,0,0.182767574641042,0,Debt Consolidation,34,14,138955,21422,3062.83333333333,6,117533,0.282110203326103,1512.06867350347,0,51
08/15/2018,40,37426,601,Employed,19,38810,24,Mortgage,153,0.495080107188036,3,0,0.273687445458069,0,Home,12,25,171618,1466,3118.83333333333,2,170152,0.211253004927527,1996.66647451191,0,47
08/16/2018,27,29512,545,Employed,5,28201,60,Mortgage,455,0.0889262496027724,3,2,0.238223980561836,0,Home,15,18,24830,65744,1250,2,3661,0.298519060905012,909.834489968225,0,53
08/17/2018,31,34589,445,Employed,10,91631,60,Rent,285,0.44792172561167,2,1,0.0712589500448839,0,Debt Consolidation,29,16,72147,55009,2882.41666666666,3,17138,0.396185064397997,3527.67099319545,0,52
08/18/2018,48,56584,615,Unemployed,24,15122,36,Mortgage,115,0.171176253557097,4,1,0.496015721122629,0,Education,25,25,122221,6443,4715.33333333333,5,115778,0.181059317473812,547.500452633679,1,40.8
08/19/2018,31,32777,537,Employed,9,27822,60,Mortgage,392,0.313268419548437,4,2,0.206489602029152,0,Education,21,15,120149,5740,2731.41666666666,6,114409,0.226000346297867,777.935142461946,0,55
08/20/2018,42,70901,575,Self-Employed,22,20087,60,Rent,582,0.490621497646552,4,3,0.328179015710244,0,Home,29,4,43108,19402,5908.41666666666,5,23706,0.238828607184865,576.49717981014,0,61
08/21/2018,40,52184,574,Self-Employed,19,38284,48,Rent,356,0.145847095259798,5,1,0.146371786414725,0,Other,16,3,135135,52369,4348.66666666666,8,82766,0.228254071791999,1223.39930903069,0,53
08/22/2018,32,43451,506,Employed,14,9077,36,Rent,564,0.0995242227534924,2,2,0.294275674770283,0,Other,23,1,58686,11575,3620.91666666666,5,47111,0.246564393173478,359.252652259183,0,56
08/23/2018,65,23881,599,Employed,43,17067,60,Own,678,0.184632950634381,1,1,0.410319198021357,0,Auto,23,26,38426,91806,1990.08333333333,4,5423,0.219284180667449,470.677622043141,0,57
08/24/2018,47,44248,550,Self-Employed,24,21565,36,Rent,499,0.212509404486788,5,0,0.224881492501898,0,Debt Consolidation,28,12,70635,20206,3687.33333333333,5,50429,0.232599732628806,837.699991973188,0,54
08/25/2018,18,15885,551,Employed,0,35284,84,Other,264,0.296569252438225,6,2,0.541806923954594,0,Home,23,27,302488,23662,1323.75,1,278826,0.325297499711736,1069.58135827364,0,54
08/26/2018,42,39637,599,Employed,16,28863,24,Mortgage,337,0.657760450852075,4,1,0.109721186626073,0,Other,25,7,197025,22402,3303.08333333333,5,174623,0.245088583057136,1533.35880440531,0,50
08/27/2018,32,48777,549,Employed,8,32798,72,Own,176,0.50156553303247,4,0,0.289103818883988,0,Auto,30,4,100090,30965,4064.75,4,69125,0.296601345589899,979.525567495739,0,55
08/28/2018,50,43208,564,Employed,26,13574,84,Other,361,0.722249166050508,4,1,0.340826993691829,0,Debt Consolidation,33,6,23314,73184,3600.66666666666,3,2671,0.205259199999999,305.740133032049,0,59
